1	Q0	394	1	0	DC
1	Q0	5703	1	0	DC
1	Q0	4652	1	0	DC
1	Q0	9886	1	0	DC
1	Q0	7850	1	0	DC
1	Q0	5203	1	0	DC
1	Q0	4638	1	0	DC
1	Q0	5720	1	0	DC
1	Q0	9877	1	0	DC
1	Q0	5688	1	0	DC
1	Q0	4612	1	0	DC
1	Q0	1372	1	0	DC
1	Q0	8150	1	0	DC
1	Q0	8386	1	0	DC
1	Q0	8881	1	0	DC
1	Q0	122	1	0	DC
1	Q0	366	1	0	DC
1	Q0	749	1	0	DC
1	Q0	750	1	0	DC
1	Q0	752	1	0	DC
2	Q0	670	1	0	DC
2	Q0	1642	1	0	DC
2	Q0	3840	1	0	DC
2	Q0	4063	1	0	DC
2	Q0	6756	1	0	DC
2	Q0	5819	1	0	DC
2	Q0	8348	1	0	DC
2	Q0	4281	1	0	DC
2	Q0	1755	1	0	DC
2	Q0	4186	1	0	DC
2	Q0	4020	1	0	DC
2	Q0	4097	1	0	DC
2	Q0	4425	1	0	DC
2	Q0	4465	1	0	DC
2	Q0	4949	1	0	DC
2	Q0	5179	1	0	DC
2	Q0	8642	1	0	DC
2	Q0	8643	1	0	DC
2	Q0	1666	1	0	DC
2	Q0	9828	1	0	DC
3	Q0	670	1	0	DC
3	Q0	4020	1	0	DC
3	Q0	4949	1	0	DC
3	Q0	5179	1	0	DC
3	Q0	8642	1	0	DC
3	Q0	8643	1	0	DC
3	Q0	776	1	0	DC
3	Q0	4096	1	0	DC
3	Q0	6231	1	0	DC
3	Q0	9750	1	0	DC
3	Q0	6846	1	0	DC
3	Q0	9670	1	0	DC
3	Q0	8357	1	0	DC
3	Q0	6559	1	0	DC
3	Q0	9262	1	0	DC
3	Q0	393	1	0	DC
3	Q0	394	1	0	DC
3	Q0	8145	1	0	DC
3	Q0	1042	1	0	DC
3	Q0	6367	1	0	DC
4	Q0	141	1	0	DC
4	Q0	394	1	0	DC
4	Q0	375	1	0	DC
4	Q0	423	1	0	DC
4	Q0	393	1	0	DC
4	Q0	1681	1	0	DC
4	Q0	3786	1	0	DC
4	Q0	415	1	0	DC
4	Q0	5290	1	0	DC
4	Q0	7800	1	0	DC
4	Q0	7393	1	0	DC
4	Q0	9459	1	0	DC
4	Q0	5532	1	0	DC
4	Q0	355	1	0	DC
4	Q0	2287	1	0	DC
4	Q0	2293	1	0	DC
4	Q0	2482	1	0	DC
4	Q0	9842	1	0	DC
4	Q0	614	1	0	DC
4	Q0	625	1	0	DC
5	Q0	394	1	0	DC
5	Q0	583	1	0	DC
5	Q0	516	1	0	DC
5	Q0	4009	1	0	DC
5	Q0	83	1	0	DC
5	Q0	9851	1	0	DC
5	Q0	612	1	0	DC
5	Q0	8992	1	0	DC
5	Q0	469	1	0	DC
5	Q0	6219	1	0	DC
5	Q0	10006	1	0	DC
5	Q0	8971	1	0	DC
5	Q0	7839	1	0	DC
5	Q0	7765	1	0	DC
5	Q0	8580	1	0	DC
5	Q0	9875	1	0	DC
5	Q0	6874	1	0	DC
5	Q0	7735	1	0	DC
5	Q0	2032	1	0	DC
5	Q0	4966	1	0	DC
6	Q0	4335	1	0	DC
6	Q0	9752	1	0	DC
6	Q0	4121	1	0	DC
6	Q0	9645	1	0	DC
6	Q0	53	1	0	DC
6	Q0	394	1	0	DC
6	Q0	4759	1	0	DC
6	Q0	305	1	0	DC
6	Q0	773	1	0	DC
6	Q0	1020	1	0	DC
6	Q0	1105	1	0	DC
6	Q0	2022	1	0	DC
6	Q0	2394	1	0	DC
6	Q0	3215	1	0	DC
6	Q0	4724	1	0	DC
6	Q0	4743	1	0	DC
6	Q0	4883	1	0	DC
6	Q0	5387	1	0	DC
6	Q0	5826	1	0	DC
6	Q0	6126	1	0	DC
7	Q0	434	1	0	DC
7	Q0	141	1	0	DC
7	Q0	394	1	0	DC
7	Q0	5176	1	0	DC
7	Q0	110	1	0	DC
7	Q0	9246	1	0	DC
7	Q0	8992	1	0	DC
7	Q0	9141	1	0	DC
7	Q0	9424	1	0	DC
7	Q0	388	1	0	DC
7	Q0	5447	1	0	DC
7	Q0	5696	1	0	DC
7	Q0	393	1	0	DC
7	Q0	10014	1	0	DC
7	Q0	6312	1	0	DC
7	Q0	415	1	0	DC
7	Q0	5290	1	0	DC
7	Q0	7800	1	0	DC
7	Q0	2257	1	0	DC
7	Q0	5210	1	0	DC
8	Q0	702	1	0	DC
8	Q0	415	1	0	DC
8	Q0	5319	1	0	DC
8	Q0	8860	1	0	DC
8	Q0	393	1	0	DC
8	Q0	394	1	0	DC
8	Q0	730	1	0	DC
8	Q0	5290	1	0	DC
8	Q0	7800	1	0	DC
8	Q0	8971	1	0	DC
8	Q0	9033	1	0	DC
8	Q0	639	1	0	DC
8	Q0	1171	1	0	DC
8	Q0	1844	1	0	DC
8	Q0	3640	1	0	DC
8	Q0	634	1	0	DC
8	Q0	128	1	0	DC
8	Q0	6449	1	0	DC
8	Q0	9842	1	0	DC
8	Q0	221	1	0	DC
9	Q0	702	1	0	DC
9	Q0	393	1	0	DC
9	Q0	394	1	0	DC
9	Q0	6744	1	0	DC
9	Q0	415	1	0	DC
9	Q0	5705	1	0	DC
9	Q0	390	1	0	DC
9	Q0	5709	1	0	DC
9	Q0	6321	1	0	DC
9	Q0	4757	1	0	DC
9	Q0	8653	1	0	DC
9	Q0	6680	1	0	DC
9	Q0	5109	1	0	DC
9	Q0	9447	1	0	DC
9	Q0	943	1	0	DC
9	Q0	209	1	0	DC
9	Q0	629	1	0	DC
9	Q0	775	1	0	DC
9	Q0	3593	1	0	DC
9	Q0	6147	1	0	DC
10	Q0	429	1	0	DC
10	Q0	128	1	0	DC
10	Q0	584	1	0	DC
10	Q0	962	1	0	DC
10	Q0	6549	1	0	DC
10	Q0	3676	1	0	DC
10	Q0	702	1	0	DC
10	Q0	5374	1	0	DC
10	Q0	1112	1	0	DC
10	Q0	8717	1	0	DC
10	Q0	303	1	0	DC
10	Q0	341	1	0	DC
10	Q0	9276	1	0	DC
10	Q0	5679	1	0	DC
10	Q0	336	1	0	DC
10	Q0	5161	1	0	DC
10	Q0	58	1	0	DC
10	Q0	639	1	0	DC
10	Q0	1474	1	0	DC
10	Q0	2563	1	0	DC
12	Q0	383	1	0	DC
12	Q0	2876	1	0	DC
12	Q0	6522	1	0	DC
12	Q0	1373	1	0	DC
12	Q0	4564	1	0	DC
12	Q0	5805	1	0	DC
12	Q0	7995	1	0	DC
12	Q0	8995	1	0	DC
12	Q0	8209	1	0	DC
12	Q0	5332	1	0	DC
12	Q0	1706	1	0	DC
12	Q0	4279	1	0	DC
12	Q0	7976	1	0	DC
12	Q0	5709	1	0	DC
12	Q0	6284	1	0	DC
12	Q0	7868	1	0	DC
12	Q0	10058	1	0	DC
12	Q0	6549	1	0	DC
12	Q0	8974	1	0	DC
12	Q0	6764	1	0	DC
13	Q0	10206	1	0	DC
13	Q0	149	1	0	DC
13	Q0	305	1	0	DC
13	Q0	6549	1	0	DC
13	Q0	18	1	0	DC
13	Q0	1081	1	0	DC
13	Q0	5641	1	0	DC
13	Q0	2678	1	0	DC
13	Q0	415	1	0	DC
13	Q0	7131	1	0	DC
13	Q0	3675	1	0	DC
13	Q0	10283	1	0	DC
13	Q0	242	1	0	DC
13	Q0	586	1	0	DC
13	Q0	1943	1	0	DC
13	Q0	5628	1	0	DC
13	Q0	515	1	0	DC
13	Q0	6947	1	0	DC
13	Q0	384	1	0	DC
13	Q0	2913	1	0	DC
14	Q0	6017	1	0	DC
14	Q0	595	1	0	DC
14	Q0	8077	1	0	DC
14	Q0	6677	1	0	DC
14	Q0	5745	1	0	DC
14	Q0	5420	1	0	DC
14	Q0	1860	1	0	DC
14	Q0	409	1	0	DC
14	Q0	5747	1	0	DC
14	Q0	1418	1	0	DC
14	Q0	364	1	0	DC
14	Q0	415	1	0	DC
14	Q0	344	1	0	DC
14	Q0	2531	1	0	DC
14	Q0	1345	1	0	DC
14	Q0	5692	1	0	DC
14	Q0	7838	1	0	DC
14	Q0	1260	1	0	DC
14	Q0	9071	1	0	DC
14	Q0	9977	1	0	DC
15	Q0	674	1	0	DC
15	Q0	559	1	0	DC
15	Q0	404	1	0	DC
15	Q0	2979	1	0	DC
15	Q0	8367	1	0	DC
15	Q0	5918	1	0	DC
15	Q0	1329	1	0	DC
15	Q0	4758	1	0	DC
15	Q0	58	1	0	DC
15	Q0	584	1	0	DC
15	Q0	639	1	0	DC
15	Q0	9071	1	0	DC
15	Q0	9828	1	0	DC
15	Q0	1611	1	0	DC
15	Q0	8605	1	0	DC
15	Q0	3664	1	0	DC
15	Q0	5304	1	0	DC
15	Q0	5444	1	0	DC
15	Q0	7647	1	0	DC
15	Q0	8351	1	0	DC
16	Q0	674	1	0	DC
16	Q0	559	1	0	DC
16	Q0	2396	1	0	DC
16	Q0	5918	1	0	DC
16	Q0	1329	1	0	DC
16	Q0	4758	1	0	DC
16	Q0	58	1	0	DC
16	Q0	584	1	0	DC
16	Q0	639	1	0	DC
16	Q0	9071	1	0	DC
16	Q0	9828	1	0	DC
16	Q0	7807	1	0	DC
16	Q0	384	1	0	DC
16	Q0	403	1	0	DC
